"node","freq","name","type"
5,590,"BAT1CA","AB"
6,590,"BAT1CA","AB"
10,590,"BAT1CA","AB"
13,590,"BAT1CA","AB"
15,590,"BAT1CA","AB"
17,40,"BAT1CA","AB"
18,110,"BAT1CA","AB"
19,50,"BAT1CA","AB"
20,50,"BAT1CA","AB"
21,50,"BAT1CA","AB"
22,50,"BAT1CA","AB"
23,50,"BAT1CA","AB"
24,50,"BAT1CA","AB"
25,50,"BAT1CA","AB"
26,50,"BAT1CA","AB"
27,50,"BAT1CA","AB"
28,50,"BAT1CA","AB"
29,50,"BAT1CA","AB"
30,120,"BAT1CA","AB"
31,120,"BAT1CA","AB"
32,120,"BAT1CA","AB"
33,120,"BAT1CA","AB"
34,177,"BAT1CA","AB"
35,118,"BAT1CA","AB"
36,177,"BAT1CA","AB"
37,118,"BAT1CA","AB"
38,236,"BAT1CA","AB"
39,177,"BAT1CA","AB"
40,177,"BAT1CA","AB"
1,2537,"BAT1CA","BA"
2,1883,"BAT1CA","BA"
3,2301,"BAT1CA","BA"
4,3889,"BAT1CA","BA"
5,6247,"BAT1CA","BA"
6,50,"BAT1CA","BA"
7,432,"BAT1CA","BA"
8,535,"BAT1CA","BA"
9,535,"BAT1CA","BA"
10,535,"BAT1CA","BA"
11,535,"BAT1CA","BA"
12,535,"BAT1CA","BA"
13,535,"BAT1CA","BA"
14,535,"BAT1CA","BA"
15,535,"BAT1CA","BA"
16,535,"BAT1CA","BA"
17,535,"BAT1CA","BA"
18,535,"BAT1CA","BA"
19,120,"BAT1CA","BA"
20,120,"BAT1CA","BA"
21,1143,"BAT1CA","BA"
22,1246,"BAT1CA","BA"
23,1246,"BAT1CA","BA"
24,1246,"BAT1CA","BA"
25,1246,"BAT1CA","BA"
26,3540,"BAT1CA","BA"
27,1647,"BAT1CA","BA"
28,236,"BAT1CA","BA"
29,708,"BAT1CA","BA"
30,1680,"BAT1CA","BA"
31,1680,"BAT1CA","BA"
32,2063,"BAT1CA","BA"
33,3424,"BAT1CA","BA"
34,354,"BAT1CA","BA"
35,531,"BAT1CA","BA"
36,708,"BAT1CA","BA"
37,1002,"BAT1CA","BA"
38,1002,"BAT1CA","BA"
39,1385,"BAT1CA","BA"
40,1385,"BAT1CA","BA"
1,450,"BAT1CA","weight"
2,375,"BAT1CA","weight"
3,450,"BAT1CA","weight"
4,450,"BAT1CA","weight"
5,450,"BAT1CA","weight"
6,450,"BAT1CA","weight"
7,450,"BAT1CA","weight"
8,450,"BAT1CA","weight"
9,450,"BAT1CA","weight"
10,450,"BAT1CA","weight"
11,450,"BAT1CA","weight"
12,450,"BAT1CA","weight"
13,450,"BAT1CA","weight"
14,975,"BAT1CA","weight"
15,900,"BAT1CA","weight"
16,975,"BAT1CA","weight"
17,975,"BAT1CA","weight"
18,975,"BAT1CA","weight"
19,975,"BAT1CA","weight"
20,1386,"BAT1CA","weight"
21,1386,"BAT1CA","weight"
22,1386,"BAT1CA","weight"
23,1617,"BAT1CA","weight"
24,924,"BAT1CA","weight"
25,693,"BAT1CA","weight"
26,924,"BAT1CA","weight"
27,693,"BAT1CA","weight"
28,693,"BAT1CA","weight"
29,924,"BAT1CA","weight"
30,924,"BAT1CA","weight"
32,1925,"BAT1CA","weight"
33,1925,"BAT1CA","weight"
34,1925,"BAT1CA","weight"
35,5775,"BAT1CA","weight"
38,5775,"BAT1CA","weight"
39,5775,"BAT1CA","weight"
40,5775,"BAT1CA","weight"
1,16170,"BAT1CA","weight"
2,1260,"BAT1CA","weight"
3,1050,"BAT1CA","weight"
4,1260,"BAT1CA","weight"
5,1260,"BAT1CA","weight"
6,1260,"BAT1CA","weight"
7,1260,"BAT1CA","weight"
8,1260,"BAT1CA","weight"
9,1260,"BAT1CA","weight"
10,1260,"BAT1CA","weight"
11,1260,"BAT1CA","weight"
12,1260,"BAT1CA","weight"
13,1260,"BAT1CA","weight"
14,1260,"BAT1CA","weight"
15,2730,"BAT1CA","weight"
16,2520,"BAT1CA","weight"
17,2730,"BAT1CA","weight"
18,2730,"BAT1CA","weight"
19,2730,"BAT1CA","weight"
20,2730,"BAT1CA","weight"
21,3850,"BAT1CA","weight"
22,3850,"BAT1CA","weight"
23,3850,"BAT1CA","weight"
24,4620,"BAT1CA","weight"
25,3080,"BAT1CA","weight"
26,2310,"BAT1CA","weight"
28,2310,"BAT1CA","weight"
29,2310,"BAT1CA","weight"
30,3080,"BAT1CA","weight"
31,3080,"BAT1CA","weight"
32,1617,"BAT1CA","weight"
33,4851,"BAT1CA","weight"
34,4851,"BAT1CA","weight"
35,4851,"BAT1CA","weight"
36,9702,"BAT1CA","weight"
37,6468,"BAT1CA","weight"
38,11319,"BAT1CA","weight"
39,4851,"BAT1CA","weight"
40,16170,"BAT1CA","weight"
1,2537,"BAT1CA","z-bi"
2,1883,"BAT1CA","z-bi"
3,2301,"BAT1CA","z-bi"
4,3889,"BAT1CA","z-bi"
5,6247,"BAT1CA","z-bi"
6,50,"BAT1CA","z-bi"
7,432,"BAT1CA","z-bi"
8,535,"BAT1CA","z-bi"
9,535,"BAT1CA","z-bi"
10,535,"BAT1CA","z-bi"
11,535,"BAT1CA","z-bi"
12,535,"BAT1CA","z-bi"
13,535,"BAT1CA","z-bi"
14,535,"BAT1CA","z-bi"
15,535,"BAT1CA","z-bi"
16,535,"BAT1CA","z-bi"
17,535,"BAT1CA","z-bi"
18,535,"BAT1CA","z-bi"
19,120,"BAT1CA","z-bi"
20,120,"BAT1CA","z-bi"
21,1143,"BAT1CA","z-bi"
22,1246,"BAT1CA","z-bi"
23,1246,"BAT1CA","z-bi"
24,1246,"BAT1CA","z-bi"
25,1246,"BAT1CA","z-bi"
26,3540,"BAT1CA","z-bi"
27,1647,"BAT1CA","z-bi"
28,236,"BAT1CA","z-bi"
29,708,"BAT1CA","z-bi"
30,1680,"BAT1CA","z-bi"
31,1680,"BAT1CA","z-bi"
32,2063,"BAT1CA","z-bi"
33,3424,"BAT1CA","z-bi"
34,354,"BAT1CA","z-bi"
35,531,"BAT1CA","z-bi"
36,708,"BAT1CA","z-bi"
37,1002,"BAT1CA","z-bi"
38,1002,"BAT1CA","z-bi"
39,1385,"BAT1CA","z-bi"
40,1385,"BAT1CA","z-bi"
1,801570,"BAT2CA","AB"
2,675309,"BAT2CA","AB"
3,167336,"BAT2CA","AB"
4,128105,"BAT2CA","AB"
5,64599,"BAT2CA","AB"
6,178270,"BAT2CA","AB"
7,1123972,"BAT2CA","AB"
8,891237,"BAT2CA","AB"
9,198630,"BAT2CA","AB"
10,200579,"BAT2CA","AB"
11,940771,"BAT2CA","AB"
12,295544,"BAT2CA","AB"
13,221673,"BAT2CA","AB"
14,117299,"BAT2CA","AB"
15,309806,"BAT2CA","AB"
16,647192,"BAT2CA","AB"
17,1319814,"BAT2CA","AB"
18,57375,"BAT2CA","AB"
19,1496965,"BAT2CA","AB"
20,1476690,"BAT2CA","AB"
21,786582,"BAT2CA","AB"
22,553507,"BAT2CA","AB"
23,149543,"BAT2CA","AB"
24,149543,"BAT2CA","AB"
25,146644,"BAT2CA","AB"
26,110590,"BAT2CA","AB"
27,149543,"BAT2CA","AB"
28,149543,"BAT2CA","AB"
29,149543,"BAT2CA","AB"
30,146644,"BAT2CA","AB"
31,110590,"BAT2CA","AB"
32,149543,"BAT2CA","AB"
33,149543,"BAT2CA","AB"
34,291146,"BAT2CA","AB"
35,277285,"BAT2CA","AB"
36,90368,"BAT2CA","AB"
37,327029,"BAT2CA","AB"
38,99987,"BAT2CA","AB"
39,340531,"BAT2CA","AB"
40,340531,"BAT2CA","AB"
41,340531,"BAT2CA","AB"
42,310821,"BAT2CA","AB"
43,218949,"BAT2CA","AB"
44,340531,"BAT2CA","AB"
45,327029,"BAT2CA","AB"
46,99987,"BAT2CA","AB"
47,325739,"BAT2CA","AB"
48,257647,"BAT2CA","AB"
49,192089,"BAT2CA","AB"
50,84406,"BAT2CA","AB"
51,273862,"BAT2CA","AB"
52,265988,"BAT2CA","AB"
53,198206,"BAT2CA","AB"
54,282779,"BAT2CA","AB"
55,277869,"BAT2CA","AB"
56,90523,"BAT2CA","AB"
57,294991,"BAT2CA","AB"
58,325739,"BAT2CA","AB"
59,297893,"BAT2CA","AB"
60,220813,"BAT2CA","AB"
61,325739,"BAT2CA","AB"
62,212311,"BAT2CA","AB"
63,92747,"BAT2CA","AB"
64,303617,"BAT2CA","AB"
65,219836,"BAT2CA","AB"
66,314684,"BAT2CA","AB"
67,219836,"BAT2CA","AB"
68,314684,"BAT2CA","AB"
69,238984,"BAT2CA","AB"
70,103814,"BAT2CA","AB"
71,248659,"BAT2CA","AB"
72,248659,"BAT2CA","AB"
73,248659,"BAT2CA","AB"
74,113489,"BAT2CA","AB"
75,113489,"BAT2CA","AB"
76,113489,"BAT2CA","AB"
77,113489,"BAT2CA","AB"
78,113489,"BAT2CA","AB"
79,113489,"BAT2CA","AB"
80,113489,"BAT2CA","AB"
81,113489,"BAT2CA","AB"
82,343507,"BAT2CA","AB"
1,801570,"BAT2CA","BA"
2,1123972,"BAT2CA","BA"
3,891237,"BAT2CA","BA"
4,675309,"BAT2CA","BA"
5,940771,"BAT2CA","BA"
6,647192,"BAT2CA","BA"
7,1319814,"BAT2CA","BA"
8,1496965,"BAT2CA","BA"
9,1476690,"BAT2CA","BA"
10,149543,"BAT2CA","BA"
11,149543,"BAT2CA","BA"
12,146644,"BAT2CA","BA"
13,149543,"BAT2CA","BA"
14,149543,"BAT2CA","BA"
15,149543,"BAT2CA","BA"
16,146644,"BAT2CA","BA"
17,149543,"BAT2CA","BA"
18,149543,"BAT2CA","BA"
19,198630,"BAT2CA","BA"
20,291146,"BAT2CA","BA"
21,327029,"BAT2CA","BA"
22,340531,"BAT2CA","BA"
23,340531,"BAT2CA","BA"
24,340531,"BAT2CA","BA"
25,310821,"BAT2CA","BA"
26,340531,"BAT2CA","BA"
27,327029,"BAT2CA","BA"
28,167336,"BAT2CA","BA"
29,295544,"BAT2CA","BA"
30,277285,"BAT2CA","BA"
31,325739,"BAT2CA","BA"
32,257647,"BAT2CA","BA"
33,265988,"BAT2CA","BA"
34,277869,"BAT2CA","BA"
35,325739,"BAT2CA","BA"
36,297893,"BAT2CA","BA"
37,325739,"BAT2CA","BA"
38,128105,"BAT2CA","BA"
39,221673,"BAT2CA","BA"
40,218949,"BAT2CA","BA"
41,192089,"BAT2CA","BA"
42,198206,"BAT2CA","BA"
43,220813,"BAT2CA","BA"
44,212311,"BAT2CA","BA"
45,219836,"BAT2CA","BA"
46,219836,"BAT2CA","BA"
